gid_B73	n_mu	mid	sids	fam	fam_size	fam_idx	gid_W22	map_type	impact	eff	TF45	n.tgt	m.drc	tf.type	eQTL	B_Embryo	B_Endosperm	B_Internode	B_Leaf10	B_Root	B_Shoot	P_Embryo	P_Endosperm	P_Internode	P_Leaf10	P_Root	P_Shoot	W_Embryo	W_Endosperm	W_Internode	W_Leaf10	W_Root	W_Shoot	max_W22_exp
Zm00001d006344	3	mu1007248|mu1043607|mu1072205	UFMu-00098|UFMu-04988|UFMu-02189	C2H2	132	20	Zm00004b009491	One-to-One	low	splice_region_variant	FALSE	0	NA	NA		128.1	146.1	152.1	103.1	104.3	93.3	100.1	151.1	139.3	114.6	117.9	87.5	106.5	101.5	159.4	132.6	109.6	81.2	81.2
Zm00001d006348	1	mu1037897	UFMu-03473	GRF	15	3	Zm00004b009497	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		28.8	5.9	16.4	32.8	15.9	22.2	33.4	11.0	8.8	27.2	19.0	19.0	31.9	3.5	11.0	21.3	18.4	20.0	31.9
Zm00001d006565	1	mu1019067	UFMu-00626	bHLH	190	21	Zm00004b009671	One-to-Many	no_change	NA	FALSE	0	NA	NA	li2013	65.2	72.3	73.0	48.9	92.2	48.6	67.2	47.6	69.2	36.5	73.9	45.0	62.2	44.4	63.1	62.7	92.4	51.9	92.4
Zm00001d006578	4	mu1021699|mu1023670|mu1043592|mu1085905	UFMu-01522,UFMu-02046|UFMu-01909|UFMu-05354|UFMu-10918	bHLH	190	22	Zm00004b009681	One-to-One	no_change	NA	FALSE	0	NA	NA	li2013	17.2	22.6	31.6	24.2	34.2	33.2	14.5	19.9	20.5	32.6	43.8	33.1	13.0	23.6	28.2	37.5	37.0	34.0	37.5
Zm00001d006619	2	mu1043591|mu1090054	UFMu-05348|UFMu-11271	C3H	55	6	Zm00004b009716	One-to-One	no_change	NA	FALSE	0	NA	NA	li2013	14.0	6.8	32.2	11.5	19.9	12.9	14.7	12.1	22.5	22.8	18.2	14.1	12.0	12.8	22.3	10.9	20.2	13.9	22.3
Zm00001d006677	4	mu1043589|mu1059190|mu1072208|mu1094519	UFMu-05290|UFMu-07720|UFMu-02254|UFMu-13537	BES1	10	1	Zm00004b009767	One-to-One	moderate	conservative_inframe_insertion	FALSE	3	1	acti	li2013	23.6	6.3	13.4	9.8	11.6	20.5	23.2	5.5	16.0	12.2	12.7	17.5	26.3	23.3	28.9	19.7	12.0	21.4	28.9
Zm00001d006682	3	mu1030709|mu1033534|mu1050812	UFMu-02510|UFMu-03496|UFMu-06525	C2H2	132	21	Zm00004b009774	One-to-One	moderate	conservative_inframe_deletion	FALSE	0	NA	NA	li2013	26.2	17.0	21.6	12.8	11.6	16.2	27.7	8.6	15.2	13.5	16.1	25.1	25.3	3.9	31.6	25.8	9.8	14.5	9.8
Zm00001d006701	2	mu1043587|mu1080849	UFMu-05273|UFMu-09435,UFMu-10841,UFMu-11231	GRAS	81	8	Zm00004b009784	One-to-One	moderate	missense_variant	FALSE	1	1	acti	li2013	11.2	37.5	40.8	7.0	7.7	4.2	38.5	37.9	95.0	7.0	6.0	5.2	32.4	53.4	30.3	13.2	6.3	3.8	6.3
Zm00001d006702	4	mu1009629|mu1018793|mu1059194|mu1059195	UFMu-09007|UFMu-00589|UFMu-08182|UFMu-07715	WRKY	121	11	Zm00004b009785	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		46.6	36.6	46.8	27.5	56.0	35.2	56.4	68.0	39.2	26.0	73.0	38.2	42.9	35.4	45.7	27.6	59.1	34.3	59.1
Zm00001d006739	1	mu1076617	UFMu-09352	LBD	45	1	Zm00004b009817	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		2.6	0.5	9.4	0.3	0.7	0.8	0.0	0.0	57.9	0.1	2.4	0.7	0.6	1.7	25.0	0.4	0.2	0.2	25.0
Zm00001d006835	1	mu1003041	UFMu-00332,UFMu-01062,UFMu-02816,UFMu-04282	NF-YA	13	1	Zm00004b009883	One-to-One	moderate	missense_variant	FALSE	0	NA	NA	li2013	86.4	57.8	19.4	23.1	11.0	13.9	116.7	46.3	27.0	25.0	10.4	10.1	97.6	44.9	21.4	49.7	9.2	15.6	97.6
Zm00001d006922	2	mu1047322|mu1090098	UFMu-06342|UFMu-12023	MYB	163	15	Zm00004b009962	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		34.9	26.0	33.4	23.3	40.2	32.3	29.6	18.5	26.5	26.0	30.9	35.3	27.2	15.5	25.5	24.5	35.4	27.6	35.4
Zm00001d006945	5	mu1011734|mu1014035|mu1047328|mu1059218|mu1090102	UFMu-00688,UFMu-01208,UFMu-02933,UFMu-03526|UFMu-01339,UFMu-02660,UFMu-04213,UFMu-06452,UFMu-10913,UFMu-11213|UFMu-06521|UFMu-08133|UFMu-11434	GeBP	20	2	Zm00004b009986	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		2.4	1.5	8.6	5.4	4.9	3.8	2.2	1.9	5.2	4.4	4.4	3.5	2.9	1.5	4.0	3.0	4.2	2.7	4.2
Zm00001d007042	7	mu1018440|mu1024709|mu1029440|mu1037945|mu1044771|mu1071732|mu1084665	UFMu-01110|UFMu-11153|UFMu-02975|UFMu-03865|UFMu-05570,UFMu-06712|UFMu-02324,UFMu-09028|UFMu-10379	bZIP	128	11	Zm00004b010013	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		56.1	159.9	82.5	24.1	47.9	35.4	48.6	119.7	84.2	22.5	35.1	21.4	41.6	79.8	65.6	38.3	40.2	26.8	79.8
Zm00001d007173	1	mu1090132	UFMu-11295	B3	45	4	Zm00004b010116	One-to-One	low	synonymous_variant	FALSE	7	-0.14285714285714285	mix		1.8	3.1	57.1	94.7	50.8	21.7	5.2	3.7	64.8	64.8	77.8	11.0	2.7	6.3	80.2	132.6	62.7	26.7	80.2
Zm00001d007339	1	mu1075419	UFMu-05381	C2H2	132	25	Zm00004b010269	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		16.7	4.8	10.6	5.2	12.7	12.6	17.3	7.8	14.7	4.2	10.4	11.0	21.7	7.4	25.5	5.1	13.7	8.4	8.4
Zm00001d007436	2	mu1022575|mu1084679	UFMu-01870|UFMu-10341	NF-YC	15	2	Zm00004b010338	One-to-One	low	synonymous_variant	FALSE	0	NA	NA		63.1	42.5	63.8	14.8	33.0	32.6	50.6	39.6	53.0	15.9	40.6	27.5	70.0	17.3	51.6	22.4	30.6	21.6	70.0
Zm00001d007465	1	mu1066609	UFMu-08796	GRF	15	4	Zm00004b010356	One-to-One	moderate	missense_variant	FALSE	4	1	acti		60.7	1.1	10.2	8.9	14.6	17.9	35.7	2.3	5.7	6.2	12.6	13.9	33.1	0.3	5.7	6.9	15.6	17.5	6.9
Zm00001d007868	1	mu1094547	UFMu-11428	TCP	42	6	Zm00004b010745	One-to-One	moderate	disruptive_inframe_deletion	FALSE	1	1	acti		3.4	0.4	1.4	0.2	2.7	2.0	4.0	0.3	1.2	0.2	5.2	3.3	8.8	0.4	0.4	0.2	5.1	1.9	8.8
Zm00001d007891	1	mu1074747	UFMu-04204	M-type_MADS	31	3	Zm00004b010727	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		1.9	0.3	1.6	0.6	1.0	0.6	0.8	0.1	0.5	0.7	1.2	1.1	1.1	0.4	0.8	1.3	1.1	1.0	1.3
Zm00001d007949	2	mu1019502|mu1047395	UFMu-00718|UFMu-06066	MIKC_MADS	42	4	Zm00004b010792	One-to-One	moderate	missense_variant	FALSE	5	1	acti		0.0	0.0	90.7	0.1	0.0	0.0	0.0	0.0	119.4	0.4	0.2	0.0	0.1	0.0	127.7	0.1	0.0	0.0	127.7
Zm00001d008176	1	mu1041832	UFMu-04692	SBP	30	5	Zm00004b024550	One-to-One	modifier	3_prime_UTR_variant	FALSE	0	NA	NA		22.5	22.6	130.4	29.4	49.0	22.6	32.7	19.2	94.6	29.5	69.6	33.0	20.5	17.1	70.4	48.8	60.9	21.4	70.4
Zm00001d008198	1	mu1069917	UFMu-08472	MYB_related	109	12	Zm00004b024565	One-to-One	non-syntenic	missense_variant	FALSE	0	NA	NA		2.8	0.1	0.3	0.6	5.6	0.9	16.0	0.3	0.9	1.0	6.3	1.6	16.6	0.3	0.7	0.9	7.5	1.8	7.5
Zm00001d008225	1	mu1093300	UFMu-11666	bZIP	128	12	Zm00004b024591	One-to-One	low	splice_region_variant	FALSE	0	NA	NA		28.3	45.5	32.3	18.0	21.0	23.4	32.2	43.2	30.3	23.4	24.9	22.7	30.8	36.0	30.3	24.1	27.6	25.5	36.0
Zm00001d008308	2	mu1093502|mu1093503	UFMu-13096|UFMu-12989	NAC	126	17	NA	NA	high	frameshift_variant	FALSE	1	1	acti		0.3	1.8	7.1	5.4	3.2	1.2	0.4	9.5	11.5	2.6	4.0	2.8	0.1	4.3	9.5	3.8	3.7	0.4	9.5
Zm00001d008322	1	mu1030144	UFMu-02690	C3H	55	7	Zm00004b024677	One-to-One	high	stop_gained	FALSE	0	NA	NA		46.1	24.4	95.4	41.9	54.4	51.0	74.6	26.8	86.0	40.1	63.7	54.2	56.5	34.0	69.8	57.4	52.9	36.7	69.8
Zm00001d008323	5	mu1017104|mu1040049|mu1045971|mu1049767|mu1095489	UFMu-01487|UFMu-03504,UFMu-07532|UFMu-05497|UFMu-05995|UFMu-12997	C3H	55	8	Zm00004b024678	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		22.7	15.7	34.7	21.5	39.8	35.6	40.4	14.7	38.0	20.4	39.0	31.8	41.4	35.4	39.4	41.1	55.0	33.4	55.0
Zm00001d008546	1	mu1049498	UFMu-06525	ERF	177	24	Zm00004b024861	One-to-One	no_change	NA	FALSE	2	1	acti		70.6	49.0	90.9	15.3	28.0	44.9	42.2	91.3	75.4	17.4	29.5	32.4	80.1	79.5	123.0	24.5	31.4	33.2	80.1
Zm00001d008602	14	mu1007918|mu1017978|mu1032429|mu1042351|mu1042351|mu1049553|mu1049554|mu1057809|mu1057810|mu1057811|mu1068505|mu1074068|mu1080050|mu1087171	UFMu-00264,UFMu-11144|UFMu-00862|UFMu-02949|UFMu-04838|UFMu-11104,UFMu-11434,UFMu-12054,UFMu-12436,UFMu-13293,UFMu-13590|UFMu-06526|UFMu-06452,UFMu-10913|UFMu-07658|UFMu-07533|UFMu-07560|UFMu-08575,UFMu-11248|UFMu-04595|UFMu-08873|UFMu-10948	MYB	163	19	Zm00004b024904	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		7.2	17.1	103.4	33.6	72.9	35.7	4.3	12.3	78.5	33.4	87.4	36.8	5.5	9.5	72.4	24.5	54.5	24.7	9.5
Zm00001d008734	4	mu1054503|mu1057953|mu1085210|mu1095465	UFMu-06541|UFMu-07517|UFMu-10188|UFMu-11366	bZIP	128	13	Zm00004b024997	One-to-One	moderate	missense_variant	FALSE	2	1	acti		8.8	9.3	5.7	14.0	3.0	12.3	14.5	16.2	15.6	9.0	2.0	9.3	21.5	16.5	17.0	7.9	3.0	14.8	7.9
Zm00001d008808	1	mu1078722	UFMu-08880	MYB_related	109	16	Zm00004b025054	One-to-One	non-syntenic	frameshift_variant	FALSE	2	1	acti		3.1	0.0	20.7	60.9	4.7	4.7	1.6	0.0	0.7	63.7	4.3	7.8	1.1	0.0	13.2	89.2	7.3	9.4	9.4
Zm00001d008812	1	mu1031525	UFMu-02724	C3H	55	11	Zm00004b025055	One-to-One	moderate	missense_variant	FALSE	8	1	acti		49.1	0.8	3.8	2.1	9.7	1.1	158.5	1.6	11.5	0.7	22.8	3.1	127.8	1.9	2.9	3.3	20.0	1.9	3.3
Zm00001d008869	2	mu1054516|mu1073803	UFMu-06720|UFMu-04450	HD-ZIP	60	13	Zm00004b025100	One-to-One	high	frameshift_variant	FALSE	1	1	acti		7.8	1.1	30.4	8.9	124.7	8.1	6.3	0.4	5.0	8.1	132.7	9.8	4.8	0.5	21.4	5.7	145.7	9.4	9.4
Zm00001d008919	1	mu1054518	UFMu-06867	TCP	42	7	Zm00004b025142	One-to-One	no_change	NA	FALSE	0	NA	NA		1.3	0.1	0.0	0.6	0.5	2.5	6.6	0.2	0.0	0.3	0.2	2.9	7.5	0.0	0.2	2.6	1.4	3.0	7.5
Zm00001d008968	3	mu1045956|mu1087283|mu1093464	UFMu-05620|UFMu-10927|UFMu-11196	ERF	177	26	Zm00004b025178	One-to-One	moderate	disruptive_inframe_deletion	FALSE	0	NA	NA		1.5	0.4	2.1	0.2	0.5	0.9	0.9	0.1	0.2	0.2	0.4	0.5	0.6	0.5	0.7	0.0	0.4	0.2	0.7
Zm00001d009017	6	mu1005139|mu1016399|mu1023043|mu1054528|mu1084202|mu1095471	UFMu-00184|UFMu-01806|UFMu-01999|UFMu-06714|UFMu-10409|UFMu-11344	Nin-like	17	4	Zm00004b025225	One-to-One	modifier	intron_variant	FALSE	0	NA	NA		22.3	11.9	69.2	85.9	91.7	95.4	47.2	17.2	61.3	68.7	109.3	111.6	30.3	13.5	65.5	68.4	88.1	75.3	88.1
Zm00001d009103	2	mu1029846|mu1041860	UFMu-02724|UFMu-04230	ERF	177	27	Zm00004b025291	One-to-One	no_change	NA	FALSE	42	0.9841269841269841	acti		9.5	41.8	2.7	0.2	2.0	5.1	143.5	63.2	1.7	0.8	1.8	5.8	123.3	76.4	2.7	8.2	3.8	6.3	8.2
Zm00001d009562	6	mu1016444|mu1045982|mu1045983|mu1050365|mu1078768|mu1093541	UFMu-01691|UFMu-05709|UFMu-05711|UFMu-06054|UFMu-09139|UFMu-13680	HB-other	21	5	Zm00004b025630	One-to-One	moderate	missense_variant	FALSE	49	1	acti		53.4	92.5	265.3	114.8	190.2	101.2	100.3	85.1	239.0	127.8	248.5	130.7	58.6	54.9	202.5	117.0	178.3	82.5	82.5
Zm00001d009628	1	mu1042206	UFMu-05371	M-type_MADS	31	5	Zm00004b025684	One-to-One	no_change	NA	FALSE	0	NA	NA		0.9	0.1	0.3	0.3	1.1	0.7	0.1	0.0	0.1	0.0	0.1	0.0	0.6	0.0	0.3	1.2	1.3	0.9	1.3
Zm00001d010048	3	mu1050701|mu1058038|mu1078801	UFMu-06457|UFMu-07233|UFMu-09182	ERF	177	30	Zm00004b026018	One-to-One	moderate	missense_variant	FALSE	0	NA	NA	li2013,liu2017,wang2018	12.8	18.7	19.8	21.3	31.7	14.9	43.3	23.4	70.9	21.2	43.4	17.2	51.1	29.2	71.2	28.8	45.4	12.4	71.2
Zm00001d010060	1	mu1058039	UFMu-07273	TALE	28	2	Zm00004b026027	One-to-One	modifier	intron_variant	FALSE	1	-1	repr		1.0	0.1	37.7	6.1	5.8	3.9	1.8	0.3	36.2	2.7	11.8	4.1	1.7	0.4	26.2	21.5	8.8	4.0	8.8
Zm00001d010131	1	mu1046008	UFMu-05595	C2H2	132	27	Zm00004b026079	One-to-One	high	frameshift_variant	FALSE	0	NA	NA		0.0	2.6	1.4	0.1	1.0	0.0	0.1	0.2	4.2	0.7	0.6	0.4	0.1	5.6	7.7	0.3	1.2	0.1	7.7
Zm00001d010168	1	mu1049450	UFMu-06526	bZIP	128	14	Zm00004b026108	One-to-One	no_change	NA	FALSE	0	NA	NA		3.1	2.0	4.6	2.4	4.7	1.2	4.8	4.6	6.1	2.1	7.3	3.1	3.5	4.8	5.1	1.9	7.7	1.9	7.7
Zm00001d010227	5	mu1016114|mu1033652|mu1081821|mu1082614|mu1082614	UFMu-01251|UFMu-03104|UFMu-09641|UFMu-09641|UFMu-11795	NAC	126	23	Zm00004b026158	One-to-One	moderate	missense_variant	FALSE	10	0	mix	li2013,wang2018	75.3	162.6	615.6	308.5	538.2	216.8	145.0	152.8	469.5	284.8	503.9	208.9	81.8	112.6	356.0	250.7	443.6	107.5	81.8
Zm00001d010309	2	mu1016123|mu1065124	UFMu-01818|UFMu-01147	SBP	30	6	Zm00004b026225	One-to-One	no_change	NA	FALSE	0	NA	NA		28.0	40.3	81.1	37.9	61.7	41.1	30.5	41.4	62.8	45.2	72.0	46.5	20.1	30.7	73.3	71.7	64.6	38.9	73.3
Zm00001d010574	3	mu1039789|mu1057755|mu1070526	UFMu-02760|UFMu-07554|UFMu-03064,UFMu-11213	NF-YB	19	3	Zm00004b026431	One-to-One	high	frameshift_variant	FALSE	0	NA	NA		34.7	17.3	19.1	27.6	20.8	18.5	46.0	24.1	31.8	31.2	26.1	28.0	36.9	14.5	23.6	14.1	20.9	19.0	36.9
Zm00001d010617	1	mu1060939	UFMu-08090	WRKY	121	23	Zm00004b026477	One-to-One	no_change	NA	FALSE	1	1	acti		0.0	0.4	2.1	0.3	4.0	0.4	0.0	0.0	6.8	0.1	8.5	2.4	0.0	0.1	5.4	0.2	5.1	0.5	5.4
Zm00001d010638	1	mu1022376	UFMu-01910,UFMu-04557	bZIP	128	15	Zm00004b026491	One-to-One	no_change	NA	FALSE	0	NA	NA		29.0	21.0	35.1	9.7	13.2	10.1	25.3	18.9	21.9	11.1	16.9	12.3	28.4	19.1	24.9	18.0	16.0	9.8	9.8
Zm00001d010658	1	mu1068466	UFMu-08299	bZIP	128	16	Zm00004b026508	One-to-One	modifier	intron_variant	FALSE	0	NA	NA		0.2	0.0	0.1	0.1	0.0	0.3	1.0	0.0	0.0	0.1	0.0	0.4	0.4	0.1	0.0	0.1	0.0	1.0	1.0
Zm00001d010667	8	mu1009674|mu1039795|mu1042375|mu1042376|mu1049495|mu1054319|mu1087149|mu1093128	UFMu-00416|UFMu-04204|UFMu-04897|UFMu-04936|UFMu-06449|UFMu-06864|UFMu-10948|UFMu-12655	bZIP	128	17	NA	NA	no_change	NA	FALSE	0	NA	NA	liu2017	0.3	1.9	1.7	0.3	0.5	0.6	2.2	1.6	4.4	0.8	1.6	0.8	0.8	1.0	4.9	1.1	1.2	0.5	4.9
Zm00001d010676	1	mu1049497	UFMu-06526	ERF	177	32	Zm00004b026524,Zm00004b026525	Many-to-One	no_change	NA	FALSE	1	1	acti		4.0	0.0	0.9	0.8	0.5	0.5	5.3	0.0	1.3	1.0	0.2	0.4	5.3	0.1	2.4	0.4	0.3	0.4	5.3
Zm00001d010713	1	mu1045834	UFMu-05707	CPP	12	1	Zm00004b026553	One-to-One	no_change	NA	TRUE	0	NA	NA		17.6	5.2	28.8	4.5	10.4	7.7	13.6	3.9	22.2	5.6	14.2	9.7	14.1	4.7	18.8	5.9	12.2	8.0	8.0
Zm00001d010751	2	mu1060947|mu1078540	UFMu-08043,UFMu-11405|UFMu-09399	LBD	45	6	Zm00004b026584	One-to-One	no_change	NA	FALSE	17	1	acti		18.2	1.8	2.3	5.8	4.0	4.7	56.8	7.7	3.9	9.8	2.9	5.8	20.3	5.6	5.4	21.6	7.9	5.6	7.9
Zm00001d010758	1	mu1032174	UFMu-02728	HB-other	21	7	Zm00004b026589	One-to-One	no_change	NA	FALSE	0	NA	NA	liu2017	42.4	49.7	33.7	34.6	32.8	29.9	29.6	34.7	15.4	14.9	23.9	18.9	38.1	57.3	32.7	45.4	35.2	28.0	57.3
Zm00001d010948	6	mu1016179|mu1023080|mu1057784|mu1072035|mu1081849|mu1093159	UFMu-00899,UFMu-02370,UFMu-02491,UFMu-03112,UFMu-05139|UFMu-01999|UFMu-07362|UFMu-01999|UFMu-09505|UFMu-12981	TALE	28	3	Zm00004b026746	One-to-One	modifier	intron_variant	FALSE	4	1	acti		24.8	2.5	39.4	0.0	16.4	8.5	18.0	1.4	15.7	0.0	16.7	4.3	16.4	0.8	20.0	0.1	16.2	4.3	4.3
Zm00001d010956	15	mu1018670|mu1024366|mu1031525|mu1042364|mu1060963|mu1068482|mu1069828|mu1070535|mu1071442|mu1074895|mu1078551|mu1085165|mu1085166|mu1085167|mu1093161	UFMu-00892|UFMu-03734,UFMu-04496,UFMu-05423,UFMu-11033,UFMu-11703|UFMu-02724|UFMu-05309|UFMu-07949|UFMu-08798|UFMu-02551,UFMu-08342,UFMu-09219,UFMu-11231,UFMu-12294|UFMu-02715|UFMu-02571,UFMu-04434,UFMu-09470|UFMu-03752|UFMu-09182|UFMu-10418|UFMu-10378|UFMu-10202|UFMu-11346	C3H	55	12	Zm00004b026750	One-to-One	no_change	NA	FALSE	132	1	acti		5.9	6.7	71.6	11.3	15.2	4.1	16.4	9.3	259.3	12.2	12.3	9.4	31.8	13.0	237.1	6.6	16.5	5.4	6.6
Zm00001d010967	4	mu1016182|mu1057788|mu1068484|mu1093166	UFMu-01448|UFMu-07565|UFMu-08584|UFMu-12221	MYB_related	109	21	Zm00004b026758	One-to-One	no_change	NA	FALSE	0	NA	NA		57.7	66.3	170.1	79.4	133.4	94.9	92.9	68.9	135.6	77.2	142.2	104.5	66.6	75.3	165.0	102.1	133.3	79.6	79.6
Zm00001d010987	3	mu1019651|mu1068486|mu1080038	UFMu-00801|UFMu-08349|UFMu-09143	AP2	28	5	Zm00004b026774	One-to-Many	no_change	NA	FALSE	0	NA	NA	liu2017	14.0	8.0	1.8	8.2	40.6	30.1	10.6	8.9	0.2	1.4	124.9	76.2	12.1	10.8	8.2	1.1	90.7	39.9	90.7
Zm00001d011134	1	mu1041750	UFMu-04712	AP2	28	6	Zm00004b026898	One-to-One	no_change	NA	FALSE	0	NA	NA		1.7	0.1	0.1	0.0	0.0	0.1	8.7	0.3	1.6	0.0	0.5	0.1	3.3	0.3	0.1	0.4	0.1	0.2	3.3
Zm00001d011187	1	mu1078575	UFMu-08896	bHLH	190	37	Zm00004b026942	One-to-One	no_change	NA	FALSE	0	NA	NA		3.4	0.0	0.0	6.5	1.2	4.3	1.5	0.0	0.0	11.3	1.3	6.7	2.3	0.0	0.1	11.1	1.5	6.5	6.5
Zm00001d011223	2	mu1039844|mu1042346	UFMu-02687|UFMu-04889	C2H2	132	31	Zm00004b026973	One-to-One	moderate	missense_variant	FALSE	1	1	acti	liu2017,wang2018	8.6	0.1	32.4	6.4	29.2	15.9	4.8	0.3	23.0	7.8	34.7	13.3	1.6	0.1	34.4	10.6	26.0	11.3	34.4
Zm00001d011252	2	mu1007308|mu1093204	UFMu-00457,UFMu-01150|UFMu-11297	MYB_related	109	22	Zm00004b026999	One-to-One	moderate	missense_variant	FALSE	1	1	acti	liu2017,wang2018	20.4	16.4	34.0	17.5	20.6	15.8	18.0	16.1	31.9	15.2	20.7	15.3	17.9	11.4	25.8	17.9	19.0	12.5	25.8
Zm00001d011355	1	mu1078582	UFMu-09029	C3H	55	13	Zm00004b027091	One-to-One	high	frameshift_variant	FALSE	0	NA	NA		49.2	31.9	33.4	32.8	46.2	50.1	65.9	59.5	52.2	36.3	70.9	49.4	57.5	49.7	46.9	35.1	59.0	55.2	59.0
Zm00001d011527	1	mu1057837	UFMu-07178	WRKY	121	30	Zm00004b027223	One-to-One	low	splice_region_variant	FALSE	7	1	acti		0.5	0.1	21.5	0.6	6.4	2.7	1.2	0.1	9.9	1.0	2.6	2.1	0.2	0.0	8.5	5.3	6.7	1.8	8.5
Zm00001d011571	3	mu1016246|mu1045880|mu1070540	UFMu-01243|UFMu-05381|UFMu-02510	Trihelix	46	11	Zm00004b027254	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		6.0	1.4	10.5	7.5	5.1	3.7	4.8	1.4	7.0	8.6	4.9	5.3	3.7	0.8	8.2	4.6	4.0	2.7	8.2
Zm00001d011597	1	mu1054391	UFMu-07008	E2F/DP	19	4	Zm00004b027274	One-to-One	moderate	missense_variant	FALSE	1	1	acti		22.2	0.9	1.2	0.5	1.1	3.2	19.9	0.8	2.2	0.1	1.3	3.1	18.0	0.2	1.7	0.2	0.9	2.9	2.9
Zm00001d011712	1	mu1078605	UFMu-09010	B3	45	7	Zm00004b027375	One-to-One	non-syntenic	stop_retained_variant	FALSE	0	NA	NA		309.3	5.1	0.1	0.0	0.2	0.4	235.8	2.4	0.0	0.0	0.2	0.3	405.6	5.0	0.0	0.0	0.3	0.5	5.0
Zm00001d011730	3	mu1049601|mu1054405|mu1095412	UFMu-06119|UFMu-06690|UFMu-11223	Trihelix	46	12	Zm00004b027391	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		5.6	4.3	9.6	6.1	6.1	3.9	6.5	3.2	5.7	6.5	5.6	4.8	5.2	1.9	4.6	6.9	5.4	4.7	6.9
Zm00001d011745	6	mu1008330|mu1008330|mu1029776|mu1035888|mu1042320|mu1080064	UFMu-00115,UFMu-01114,UFMu-01765,UFMu-02651,UFMu-04800,UFMu-05686|UFMu-09504,UFMu-10782|UFMu-02567|UFMu-03264|UFMu-05337|UFMu-09240	B3	45	8	Zm00004b027411	One-to-One	high	stop_gained	FALSE	0	NA	NA		28.1	4.9	13.9	22.2	21.7	16.7	37.4	1.7	6.1	16.0	18.0	13.8	55.0	2.4	19.4	55.7	29.4	24.3	55.7
Zm00001d011748	4	mu1035316|mu1039898|mu1057858|mu1093251	UFMu-03479|UFMu-03830|UFMu-07410|UFMu-11976	MIKC_MADS	42	8	Zm00004b027415	One-to-One	non-syntenic	splice_region_variant	FALSE	0	NA	NA		28.6	0.3	0.0	0.7	0.4	1.2	9.4	0.1	0.0	0.2	0.1	1.1	8.5	0.1	0.0	0.0	0.5	1.3	8.5
Zm00001d011771	4	mu1008835|mu1034211|mu1078611|mu1084145	UFMu-02982|UFMu-03449|UFMu-08995|UFMu-10192	GATA	36	8	Zm00004b027434	One-to-One	low	splice_region_variant	FALSE	2	1	acti		20.6	8.3	5.3	3.5	8.6	12.0	9.4	4.7	2.8	2.6	8.4	8.8	11.4	2.7	3.0	3.8	7.3	9.1	9.1
Zm00001d011785	1	mu1061016	UFMu-07873	G2-like	61	9	Zm00004b027449	One-to-One	no_change	NA	FALSE	18	0.2222222222222222	mix		0.9	0.4	0.8	0.1	0.1	0.1	2.3	0.1	1.9	2.9	0.2	1.6	0.1	0.3	0.3	0.2	0.1	0.0	0.3
Zm00001d011843	1	mu1029983	UFMu-03053	SRS	9	2	Zm00004b027506	One-to-One	moderate	disruptive_inframe_insertion	FALSE	0	NA	NA		14.0	0.3	4.4	0.6	6.8	2.5	11.7	0.1	1.6	0.8	3.4	3.2	10.7	0.1	0.8	0.4	4.6	2.6	4.6
Zm00001d011953	3	mu1016305|mu1050738|mu1078636	UFMu-06500,UFMu-07513|UFMu-06500,UFMu-07513|UFMu-09051	ARF	36	7	Zm00004b027598	One-to-One	high	splice_donor_variant	FALSE	0	NA	NA		286.7	74.7	266.1	58.7	74.3	64.5	292.6	91.8	152.0	50.6	75.0	64.5	295.1	84.8	184.4	36.9	74.7	57.7	84.8
Zm00001d011969	3	mu1054430|mu1093277|mu1093278	UFMu-06583|UFMu-11313|UFMu-11313	NAC	126	28	Zm00004b027610	One-to-One	moderate	disruptive_inframe_insertion	FALSE	3	1	acti		5.8	6.5	18.5	23.1	20.1	20.0	8.5	6.5	7.7	22.8	21.3	21.4	9.8	13.7	6.7	21.1	21.6	16.5	9.8
Zm00001d012049	2	mu1042299|mu1093290	UFMu-05061|UFMu-12250	C3H	55	15	Zm00004b027676	One-to-One	high	frameshift_variant	FALSE	0	NA	NA		22.3	16.1	52.7	41.7	44.5	77.4	37.5	21.0	72.7	31.1	54.1	65.7	26.6	11.1	67.0	39.3	45.9	44.0	67.0
Zm00001d012067	1	mu1068557	UFMu-08574	bHLH	190	40	Zm00004b027689	One-to-One	high	splice_donor_variant	FALSE	0	NA	NA	wang2018	25.4	33.8	54.0	54.6	53.1	50.7	44.3	25.8	26.3	50.7	48.1	49.3	30.4	29.9	36.5	80.9	59.5	47.8	80.9
