gid	n_mu	mid	sids	tf	ttype	impact	eff	de_BM
Zm00001d001416	2	mu1006978|mu1015479	UFMu-00410|UFMu-01704	FALSE	lnc_RNA	modifier	non_coding_transcript_exon_variant	0
Zm00001d001425	>=3	mu1011725|mu1011725|mu1041472	UFMu-01123,UFMu-03255,UFMu-03722,UFMu-05720|UFMu-10975,UFMu-11213|UFMu-04313	FALSE	lnc_RNA	modifier	non_coding_transcript_exon_variant	0
Zm00001d001427	>=3	mu1017179|mu1067915|mu1072330|mu1079833	UFMu-00877,UFMu-01710,UFMu-02888,UFMu-04503|UFMu-08533|UFMu-00877,UFMu-02112,UFMu-02888,UFMu-04503|UFMu-09049	FALSE	lnc_RNA	non-syntenic	NA	0
Zm00001d001456	2	mu1018160|mu1034695	UFMu-01181|UFMu-03445	FALSE	lnc_RNA	modifier	non_coding_transcript_exon_variant	0
Zm00001d001464	>=3	mu1009533|mu1067990|mu1079861	UFMu-00455|UFMu-08773|UFMu-09239	FALSE	lnc_RNA	no_change	NA	0
Zm00001d001466	1	mu1060461	UFMu-08181	FALSE	lnc_RNA	low	splice_region_variant	0
Zm00001d001469	1	mu1078046	UFMu-09094	FALSE	lnc_RNA	low	splice_region_variant	0
Zm00001d001481	1	mu1048962	UFMu-06512	FALSE	lnc_RNA	high	splice_acceptor_variant	0
Zm00001d001497	2	mu1060159|mu1060160	UFMu-07990|UFMu-08143	FALSE	lnc_RNA	non-syntenic	splice_region_variant	0
Zm00001d001499	2	mu1048713|mu1053584	UFMu-05983|UFMu-06716	FALSE	lnc_RNA	modifier	non_coding_transcript_exon_variant	0
Zm00001d001503	1	mu1045492	UFMu-05698	FALSE	lnc_RNA	no_change	NA	0
Zm00001d001505	1	mu1041453	UFMu-04229	FALSE	lnc_RNA	modifier	non_coding_transcript_exon_variant	0
Zm00001d001508	1	mu1015005	UFMu-01891	FALSE	lnc_RNA	non-syntenic	NA	0
Zm00001d001513	1	mu1077569	UFMu-09296	FALSE	lnc_RNA	no_change	NA	0
Zm00001d001520	1	mu1081393	UFMu-09482	FALSE	lnc_RNA	no_change	NA	0
Zm00001d001527	>=3	mu1015285|mu1056961|mu1079758	UFMu-01370|UFMu-07514|UFMu-09287	FALSE	lnc_RNA	modifier	non_coding_transcript_exon_variant	0
Zm00001d001542	2	mu1030836|mu1086684	UFMu-02484|UFMu-10730	FALSE	lnc_RNA	no_change	NA	0
Zm00001d001548	1	mu1086687	UFMu-10992	FALSE	lnc_RNA	no_change	NA	0
Zm00001d001550	1	mu1042830	UFMu-04869	FALSE	lnc_RNA	non-syntenic	NA	0
Zm00001d001551	1	mu1077832	UFMu-09143	FALSE	lnc_RNA	modifier	non_coding_transcript_exon_variant	0
Zm00001d001566	1	mu1048706	UFMu-06514	FALSE	lnc_RNA	modifier	non_coding_transcript_exon_variant	0
Zm00001d001572	2	mu1067781|mu1079786	UFMu-08632|UFMu-09141	FALSE	lnc_RNA	non-syntenic	intron_variant	0
Zm00001d001580	>=3	mu1020156|mu1039126|mu1042800|mu1053619|mu1075566	UFMu-00975|UFMu-04179|UFMu-04869|UFMu-06650|UFMu-05390	FALSE	lnc_RNA	no_change	NA	0
Zm00001d001581	1	mu1065250	UFMu-00649	FALSE	lnc_RNA	no_change	NA	0
Zm00001d001587	>=3	mu1030485|mu1061100|mu1080094	UFMu-02899|UFMu-07907|UFMu-11444,UFMu-13428,UFMu-13849	FALSE	lnc_RNA	non-syntenic	splice_region_variant	0
Zm00001d001588	>=3	mu1030485|mu1061100|mu1080094	UFMu-02899|UFMu-07907|UFMu-11444,UFMu-13428,UFMu-13849	FALSE	lnc_RNA	non-syntenic	NA	0
Zm00001d001599	1	mu1086749	UFMu-11031	FALSE	lnc_RNA	no_change	NA	0
Zm00001d001600	1	mu1060320	UFMu-07961	FALSE	lnc_RNA	no_change	NA	0
Zm00001d001608	2	mu1022775|mu1053667	UFMu-01878|UFMu-06548	FALSE	lnc_RNA	modifier	non_coding_transcript_exon_variant	0
Zm00001d001638	1	mu1041278	UFMu-04503	FALSE	lnc_RNA	no_change	NA	0
Zm00001d001645	>=3	mu1008881|mu1091551|mu1091552	UFMu-00272|UFMu-13335|UFMu-11255	FALSE	lnc_RNA	no_change	NA	0
Zm00001d001677	1	mu1018065	UFMu-00637	FALSE	lnc_RNA	no_change	NA	0
Zm00001d001686	1	mu1083648	UFMu-10192	FALSE	lnc_RNA	modifier	non_coding_transcript_exon_variant	0
Zm00001d001700	1	mu1048459	UFMu-06513	FALSE	lnc_RNA	modifier	intron_variant	0
Zm00001d001727	1	mu1048509	UFMu-06118	FALSE	lnc_RNA	low	splice_region_variant	0
Zm00001d001746	1	mu1053444	UFMu-06830	FALSE	lnc_RNA	modifier	non_coding_transcript_exon_variant	0
Zm00001d001761	1	mu1065276	UFMu-00691,UFMu-02729	FALSE	lnc_RNA	modifier	non_coding_transcript_exon_variant	0
Zm00001d001763	1	mu1017468	UFMu-00644	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d001766	1	mu1031892	UFMu-02691	FALSE	mRNA	no_change	NA	1-5
Zm00001d001767	1	mu1008405	UFMu-00215	FALSE	mRNA	high	start_lost	10+
Zm00001d001776	1	mu1047492	UFMu-06438	FALSE	mRNA	no_change	NA	0
Zm00001d001780	>=3	mu1014237|mu1028557|mu1035103|mu1047511|mu1051148|mu1076816|mu1079419	UFMu-01129,UFMu-01147,UFMu-01791,UFMu-03665,UFMu-05299|UFMu-01129|UFMu-03291|UFMu-05985|UFMu-05985|UFMu-09142|UFMu-08935	FALSE	mRNA	high	frameshift_variant	1-5
Zm00001d001781	1	mu1038080	UFMu-04172	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d001786	>=3	mu1005921|mu1005921|mu1014271|mu1017888|mu1040949|mu1051144|mu1056028|mu1056028|mu1069301|mu1090395|mu1094596	UFMu-00425,UFMu-01781,UFMu-02657,UFMu-03291|UFMu-13155|UFMu-02019|UFMu-01093,UFMu-01444|UFMu-04763|UFMu-06277|UFMu-07501|UFMu-09853,UFMu-10566|UFMu-08567|UFMu-11164|UFMu-11164	FALSE	mRNA	high	frameshift_variant	1-5
Zm00001d001787	2	mu1023001|mu1038094	UFMu-01985|UFMu-03449	FALSE	mRNA	high	splice_donor_variant	1-5
Zm00001d001788	>=3	mu1026767|mu1038096|mu1047534|mu1056031|mu1094601	UFMu-06671|UFMu-02847|UFMu-06523|UFMu-07178|UFMu-11264	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d001789	1	mu1040951	UFMu-04349	FALSE	mRNA	low	synonymous_variant	10+
Zm00001d001790	2	mu1052198|mu1089737	UFMu-06985|UFMu-11692	FALSE	mRNA	high	splice_donor_variant	0
Zm00001d001798	>=3	mu1029482|mu1052205|mu1076439|mu1087690	UFMu-02885|UFMu-06689|UFMu-09138|UFMu-10623	FALSE	mRNA	moderate	disruptive_inframe_deletion	1-5
Zm00001d001799	>=3	mu1047128|mu1052210|mu1084616	UFMu-06452|UFMu-06774|UFMu-10378	FALSE	mRNA	modifier	intron_variant	10+
Zm00001d001802	>=3	mu1009534|mu1013836|mu1018040	UFMu-01955|UFMu-02431,UFMu-07286|UFMu-00800	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d001803	1	mu1040794	UFMu-04306	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d001804	>=3	mu1055707|mu1085833|mu1089787	UFMu-07312|UFMu-10860|UFMu-13930	FALSE	mRNA	high	splice_donor_variant	10+
Zm00001d001806	>=3	mu1013826|mu1013827|mu1070900	UFMu-01430|UFMu-02306|UFMu-02715	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d001807	>=3	mu1013824|mu1013825|mu1013825	UFMu-01716|UFMu-01461|UFMu-05382	FALSE	mRNA	low	synonymous_variant	5-10
Zm00001d001809	>=3	mu1037790|mu1051442|mu1065514|mu1066408	UFMu-03732|UFMu-06521|UFMu-00710|UFMu-08608	FALSE	mRNA	high	splice_acceptor_variant	10+
Zm00001d001813	>=3	mu1007194|mu1037802|mu1040799|mu1052232	UFMu-00385|UFMu-03287|UFMu-04763|UFMu-06715	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d001814	2	mu1033052|mu1033052	UFMu-02672,UFMu-08695|UFMu-11151	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d001817	1	mu1059082	UFMu-08145	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d001818	1	mu1069222	UFMu-08719,UFMu-11297	FALSE	mRNA	moderate	disruptive_inframe_deletion	1-5
Zm00001d001819	2	mu1034150|mu1076481	UFMu-03479|UFMu-09139	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d001825	>=3	mu1007160|mu1013886|mu1013886|mu1019942|mu1029018|mu1040809|mu1043665|mu1055736|mu1055736|mu1066445|mu1071708	UFMu-00423|UFMu-00970,UFMu-02201|UFMu-06721|UFMu-00948|UFMu-02507|UFMu-04718|UFMu-05113|UFMu-07332|UFMu-10440|UFMu-08769|UFMu-02201	FALSE	mRNA	moderate	conservative_inframe_insertion	5-10
Zm00001d001827	2	mu1059090|mu1089866	UFMu-08171|UFMu-11440	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d001828	>=3	mu1018932|mu1043664|mu1080807	UFMu-00901,UFMu-11403|UFMu-04972|UFMu-09483	FALSE	mRNA	high	splice_acceptor_variant	1-5
Zm00001d001831	2	mu1047205|mu1076506	UFMu-06138|UFMu-09258	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d001833	1	mu1043656	UFMu-04895	FALSE	mRNA	moderate	conservative_inframe_deletion	0
Zm00001d001834	2	mu1043656|mu1059102	UFMu-04895|UFMu-07798	FALSE	mRNA	modifier	5_prime_UTR_variant	1-5
Zm00001d001837	2	mu1033192|mu1059109	UFMu-03234,UFMu-11355|UFMu-07810	TRUE	mRNA	low	synonymous_variant	5-10
Zm00001d001841	1	mu1089907	UFMu-12975	FALSE	mRNA	non-syntenic	missense_variant	10+
Zm00001d001842	>=3	mu1031428|mu1043651|mu1085868	UFMu-02728,UFMu-03092,UFMu-04991|UFMu-05321|UFMu-10889	FALSE	mRNA	no_change	NA	0
Zm00001d001843	>=3	mu1043650|mu1059111|mu1076524|mu1080816	UFMu-04855,UFMu-05526|UFMu-07822|UFMu-09299|UFMu-09463	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d001844	>=3	mu1017918|mu1070920|mu1089908	UFMu-01002,UFMu-13053|UFMu-02943|UFMu-12451	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d001846	>=3	mu1013917|mu1013917|mu1027626|mu1037852|mu1037852|mu1040824|mu1073644|mu1073645	UFMu-03363,UFMu-09512,UFMu-10684,UFMu-11299|UFMu-06280,UFMu-06919,UFMu-08161|UFMu-02691|UFMu-03397|UFMu-06502|UFMu-04348|UFMu-04617|UFMu-04348	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d001847	>=3	mu1040827|mu1044710|mu1083132	UFMu-04399,UFMu-06196|UFMu-05555|UFMu-10562	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d001850	1	mu1044730	UFMu-05764	FALSE	mRNA	non-syntenic	frameshift_variant	5-10
Zm00001d001856	1	mu1052334	UFMu-06547	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d001858	2	mu1007636|mu1083151	UFMu-00253,UFMu-01155,UFMu-03722,UFMu-05786,UFMu-05970|UFMu-10378	FALSE	mRNA	moderate	conservative_inframe_deletion	1-5
Zm00001d001859	1	mu1047288	UFMu-06519	FALSE	mRNA	moderate	disruptive_inframe_insertion	1-5
Zm00001d001860	1	mu1047292	UFMu-05983	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d001861	1	mu1034574	UFMu-03396	FALSE	mRNA	moderate	disruptive_inframe_insertion	1-5
Zm00001d001864	>=3	mu1037924|mu1040855|mu1055853|mu1069251|mu1090060	UFMu-03780|UFMu-04508|UFMu-07317|UFMu-08628|UFMu-11796	FALSE	mRNA	modifier	intron_variant	0
Zm00001d001866	>=3	mu1021350|mu1037931|mu1082329	UFMu-01430,UFMu-01509|UFMu-03865|UFMu-09492,UFMu-10951	FALSE	mRNA	high	frameshift_variant	1-5
Zm00001d001868	1	mu1007478	UFMu-00206	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d001869	1	mu1035329	UFMu-03517	FALSE	mRNA	moderate	disruptive_inframe_insertion	5-10
Zm00001d001870	>=3	mu1034603|mu1037936|mu1037936|mu1043581	UFMu-03134|UFMu-02736,UFMu-10575|UFMu-07361|UFMu-04889	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d001871	1	mu1080859	UFMu-09463	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d001877	>=3	mu1030936|mu1072214|mu1090148|mu1090151	UFMu-02834|UFMu-01984|UFMu-13541|UFMu-13809	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d001879	2	mu1043557|mu1050551	UFMu-05170|UFMu-06531	TRUE	mRNA	low	splice_region_variant	10+
Zm00001d001881	2	mu1025737|mu1044804	UFMu-02693|UFMu-05673	FALSE	mRNA	modifier	5_prime_UTR_variant	5-10
Zm00001d001882	>=3	mu1037748|mu1037994|mu1058175|mu1072609	UFMu-02549,UFMu-05305|UFMu-03822|UFMu-07684|UFMu-03243	FALSE	mRNA	high	splice_donor_variant	10+
Zm00001d001883	>=3	mu1026923|mu1066632|mu1066633|mu1076694	UFMu-02405|UFMu-08557,UFMu-09434|UFMu-08597|UFMu-09287,UFMu-10574	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d001884	>=3	mu1032204|mu1055918|mu1073925|mu1079388	UFMu-02709|UFMu-07270|UFMu-04655|UFMu-09287	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d001887	1	mu1059272	UFMu-08145	FALSE	mRNA	non-syntenic	missense_variant	0
Zm00001d001895	>=3	mu1019935|mu1019935|mu1035556|mu1052447|mu1052447|mu1065450|mu1075037	UFMu-00794,UFMu-03311|UFMu-05950|UFMu-03311|UFMu-06544,UFMu-07505|UFMu-10010|UFMu-00794,UFMu-05950|UFMu-05950	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d001898	>=3	mu1018413|mu1021836|mu1047409|mu1055927|mu1072219	UFMu-00767|UFMu-01243|UFMu-06504|UFMu-07376|UFMu-01861	FALSE	mRNA	modifier	3_prime_UTR_variant	1-5
Zm00001d001899	2	mu1018413|mu1055927	UFMu-00767|UFMu-07376	FALSE	mRNA	low	synonymous_variant	5-10
Zm00001d001900	>=3	mu1040891|mu1065449|mu1085979	UFMu-04383|UFMu-01147|UFMu-10927	FALSE	mRNA	high	splice_donor_variant	5-10
Zm00001d001901	>=3	mu1011445|mu1011445|mu1047410|mu1047411|mu1055928|mu1083196	UFMu-03291|UFMu-05008,UFMu-06514,UFMu-06545|UFMu-06488|UFMu-06134|UFMu-07366|UFMu-10402	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d001903	2	mu1055929|mu1094556	UFMu-07526|UFMu-11366	FALSE	mRNA	non-syntenic	NA	10+
Zm00001d001906	2	mu1029507|mu1066646	UFMu-02907|UFMu-08568	FALSE	mRNA	high	stop_gained	1-5
Zm00001d001908	2	mu1055934|mu1069281	UFMu-07559|UFMu-08584	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d001909	>=3	mu1031913|mu1034172|mu1055937|mu1090236	UFMu-02835,UFMu-04304|UFMu-03227|UFMu-07514|UFMu-11204	FALSE	mRNA	moderate	disruptive_inframe_insertion	10+
Zm00001d001910	1	mu1033128	UFMu-02612	FALSE	mRNA	high	frameshift_variant	1-5
Zm00001d001914	>=3	mu1087742|mu1087743|mu1090237	UFMu-11021|UFMu-10944|UFMu-11147	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d001917	>=3	mu1009496|mu1018606|mu1051447	UFMu-00381|UFMu-00749|UFMu-06522,UFMu-08183	FALSE	mRNA	non-syntenic	NA	1-5
Zm00001d001923	>=3	mu1009496|mu1010213|mu1010213|mu1014142|mu1014142|mu1014143|mu1014143|mu1017363|mu1018606|mu1079394	UFMu-00381|UFMu-00948,UFMu-02896,UFMu-03241|UFMu-05381|UFMu-01217|UFMu-07712|UFMu-01040|UFMu-01040,UFMu-06571|UFMu-00970,UFMu-02715|UFMu-00749|UFMu-09013	FALSE	mRNA	high	frameshift_variant	1-5
Zm00001d001928	>=3	mu1003547|mu1007460|mu1007460|mu1018803|mu1031465|mu1052461|mu1055946|mu1087745	UFMu-00538,UFMu-02587,UFMu-03080,UFMu-06594|UFMu-00376,UFMu-04188,UFMu-05723,UFMu-06546|UFMu-11313|UFMu-00583|UFMu-02556,UFMu-03218|UFMu-06540,UFMu-07189|UFMu-07233|UFMu-10649	FALSE	mRNA	high	splice_donor_variant	10+
Zm00001d001929	>=3	mu1014144|mu1033256|mu1033256|mu1052462|mu1073252|mu1079395	UFMu-01915,UFMu-04230|UFMu-03304|UFMu-08013|UFMu-06838|UFMu-03304,UFMu-08354,UFMu-11002,UFMu-11344|UFMu-08953	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d001931	1	mu1090249	UFMu-12009	FALSE	mRNA	no_change	NA	0
Zm00001d001932	1	mu1090251	UFMu-12120	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d001933	>=3	mu1031509|mu1076720|mu1090252	UFMu-02705|UFMu-09235|UFMu-12991	TRUE	mRNA	modifier	3_prime_UTR_variant	1-5
Zm00001d001937	>=3	mu1002728|mu1024032|mu1059294|mu1059295	UFMu-00424,UFMu-00800,UFMu-02591,UFMu-03220,UFMu-07659|UFMu-00867,UFMu-02263,UFMu-11019|UFMu-07957|UFMu-07773	FALSE	mRNA	high	frameshift_variant	1-5
Zm00001d001939	>=3	mu1007473|mu1036021|mu1047431	UFMu-00444|UFMu-03311|UFMu-06433	FALSE	mRNA	non-syntenic	start_lost	5-10
Zm00001d001940	>=3	mu1022476|mu1052465|mu1066664|mu1087746	UFMu-02444|UFMu-07030|UFMu-08557|UFMu-10869	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d001941	1	mu1084693	UFMu-10004	FALSE	mRNA	moderate	conservative_inframe_insertion	10+
Zm00001d001943	>=3	mu1059297|mu1066665|mu1080895	UFMu-07765|UFMu-08665|UFMu-09464	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d001944	1	mu1072617	UFMu-03510	FALSE	mRNA	non-syntenic	NA	1-5
Zm00001d001945	>=3	mu1010733|mu1021266|mu1052469	UFMu-04012|UFMu-01723|UFMu-06729	TRUE	mRNA	high	frameshift_variant	1-5
Zm00001d001946	1	mu1052470	UFMu-06719	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d001947	>=3	mu1009324|mu1009324|mu1070973	UFMu-00178,UFMu-13493|UFMu-04903|UFMu-02602	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d001949	1	mu1055950	UFMu-07146	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d001952	>=3	mu1014155|mu1065444|mu1076730	UFMu-02289|UFMu-00649|UFMu-09371	TRUE	mRNA	high	exon_loss_variant	1-5
Zm00001d001953	>=3	mu1032523|mu1040904|mu1073929|mu1080266	UFMu-02873|UFMu-04570|UFMu-04570|UFMu-02873	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d001959	>=3	mu1003985|mu1083205|mu1083206	UFMu-00316|UFMu-10200|UFMu-10065	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d001962	1	mu1043516	UFMu-05371	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d001964	2	mu1038469|mu1090276	UFMu-03512|UFMu-13454	FALSE	mRNA	moderate	disruptive_inframe_insertion	1-5
Zm00001d001966	>=3	mu1009737|mu1043514|mu1043514|mu1070974|mu1076734|mu1076735|mu1080901|mu1084695	UFMu-00416|UFMu-05010|UFMu-06530|UFMu-03017|UFMu-09270|UFMu-09187|UFMu-09441|UFMu-10404	FALSE	mRNA	low	splice_region_variant	5-10
Zm00001d001967	>=3	mu1055957|mu1059300|mu1059301|mu1076736	UFMu-07333|UFMu-07956|UFMu-07956|UFMu-09173,UFMu-11120	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d001968	>=3	mu1008729|mu1030088|mu1069287|mu1069287	UFMu-00067|UFMu-02921|UFMu-08754|UFMu-13966	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d001972	>=3	mu1018917|mu1035933|mu1050544|mu1072618	UFMu-00901|UFMu-03509|UFMu-06501|UFMu-03509	FALSE	mRNA	low	splice_region_variant	1-5
Zm00001d001973	>=3	mu1051439|mu1061731|mu1079402	UFMu-06195,UFMu-06603|UFMu-11320|UFMu-08873	FALSE	mRNA	moderate	disruptive_inframe_insertion	1-5
Zm00001d001974	>=3	mu1014162|mu1059304|mu1094079	UFMu-00828,UFMu-01479,UFMu-01480,UFMu-04045,UFMu-06195,UFMu-09492,UFMu-11304|UFMu-07864|UFMu-11704,UFMu-12198,UFMu-12606,UFMu-13946	FALSE	mRNA	modifier	intron_variant	1-5
Zm00001d001976	1	mu1080904	UFMu-09528	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d001978	2	mu1031788|mu1040911	UFMu-02476|UFMu-04728,UFMu-05600	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d001979	1	mu1043508	UFMu-05061	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d001980	>=3	mu1014167|mu1052486|mu1052487|mu1090286	UFMu-01552|UFMu-06773|UFMu-06773|UFMu-12977	FALSE	mRNA	high	splice_donor_variant	1-5
Zm00001d001983	2	mu1035139|mu1047450	UFMu-03505|UFMu-06246	FALSE	mRNA	high	splice_acceptor_variant	1-5
Zm00001d001987	1	mu1076743	UFMu-09211	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d001988	2	mu1059309|mu1059309	UFMu-08182|UFMu-09621	FALSE	mRNA	modifier	3_prime_UTR_variant	5-10
Zm00001d001990	1	mu1090294	UFMu-12959	FALSE	mRNA	moderate	disruptive_inframe_insertion	1-5
Zm00001d001993	1	mu1038035	UFMu-04198	FALSE	mRNA	moderate	missense_variant	0
Zm00001d001994	1	mu1038036	UFMu-03713	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d001999	>=3	mu1021807|mu1035129|mu1076747	UFMu-01266|UFMu-03103|UFMu-09053	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d002001	1	mu1047459	UFMu-06503	FALSE	mRNA	no_change	NA	5-10
Zm00001d002003	2	mu1030540|mu1044833	UFMu-03029|UFMu-05893	FALSE	mRNA	modifier	3_prime_UTR_variant	1-5
Zm00001d002004	>=3	mu1040915|mu1059316|mu1080907	UFMu-04509|UFMu-07806|UFMu-09546	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d002005	1	mu1038042	UFMu-04038	TRUE	mRNA	moderate	disruptive_inframe_deletion	1-5
Zm00001d002006	2	mu1047463|mu1066700	UFMu-06272|UFMu-08514	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d002012	2	mu1032565|mu1070211	UFMu-02891|UFMu-02693,UFMu-12877	FALSE	mRNA	modifier	3_prime_UTR_variant	5-10
Zm00001d002020	1	mu1052497	UFMu-06716	FALSE	mRNA	moderate	missense_variant	1-5
Zm00001d002022	2	mu1079409|mu1090313	UFMu-09266|UFMu-12994	FALSE	mRNA	high	splice_donor_variant	5-10
Zm00001d002024	>=3	mu1035159|mu1035782|mu1055978	UFMu-03243|UFMu-03249|UFMu-07661	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d002027	>=3	mu1044839|mu1051158|mu1051403|mu1055979	UFMu-05771|UFMu-06515|UFMu-06515|UFMu-07236	FALSE	mRNA	low	5_prime_UTR_premature_start_codon_gain_variant	10+
Zm00001d002028	>=3	mu1002589|mu1002589|mu1038050	UFMu-00345,UFMu-01304,UFMu-04988,UFMu-05725|UFMu-08041|UFMu-02856	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d002029	>=3	mu1014194|mu1021514|mu1066708|mu1084698|mu1090317|mu1094578	UFMu-02157|UFMu-01241|UFMu-08573|UFMu-10508|UFMu-12310|UFMu-13499	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d002033	1	mu1014197	UFMu-02320	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d002034	>=3	mu1086007|mu1086008|mu1090321	UFMu-10749|UFMu-10749|UFMu-11283	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d002036	>=3	mu1013019|mu1055985|mu1080911	UFMu-01448|UFMu-07277|UFMu-09476	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d002039	1	mu1047474	UFMu-06248	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d002046	2	mu1052504|mu1069292	UFMu-06545|UFMu-08301	FALSE	mRNA	high	start_lost	5-10
Zm00001d002052	1	mu1021316	UFMu-01716	FALSE	mRNA	high	frameshift_variant	5-10
Zm00001d002053	>=3	mu1050540|mu1051157|mu1070216|mu1086011|mu1086012	UFMu-06501|UFMu-06469|UFMu-02693|UFMu-10992|UFMu-11121	FALSE	mRNA	no_change	NA	10+
Zm00001d002058	>=3	mu1044850|mu1059327|mu1090324	UFMu-05706|UFMu-08145|UFMu-13996	FALSE	mRNA	non-syntenic	disruptive_inframe_insertion	5-10
Zm00001d002063	2	mu1020016|mu1076773	UFMu-01088|UFMu-09285	FALSE	mRNA	low	synonymous_variant	1-5
Zm00001d002064	2	mu1004904|mu1019790	UFMu-00117,UFMu-05081|UFMu-00703	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d002065	1	mu1007653	UFMu-00444	FALSE	mRNA	high	frameshift_variant	10+
Zm00001d002066	1	mu1090332	UFMu-12993	FALSE	mRNA	moderate	conservative_inframe_insertion	10+
Zm00001d002067	2	mu1051156|mu1070982	UFMu-06213|UFMu-03034	FALSE	mRNA	non-syntenic	NA	0
Zm00001d002068	>=3	mu1020062|mu1040298|mu1053463|mu1071746|mu1090335	UFMu-01129|UFMu-02522|UFMu-06682|UFMu-01861|UFMu-14000	FALSE	mRNA	moderate	disruptive_inframe_insertion	1-5
Zm00001d002080	>=3	mu1014210|mu1019791|mu1019994|mu1025415|mu1040928|mu1043494|mu1043494|mu1055997|mu1069293	UFMu-01250|UFMu-00855|UFMu-00748|UFMu-10403|UFMu-04568|UFMu-04864,UFMu-08217|UFMu-11171|UFMu-07148|UFMu-08559	FALSE	mRNA	low	synonymous_variant	5-10
Zm00001d002082	1	mu1038065	UFMu-03653	FALSE	mRNA	high	frameshift_variant	1-5
Zm00001d002083	1	mu1059335	UFMu-08183	FALSE	mRNA	moderate	conservative_inframe_deletion	0
Zm00001d002084	1	mu1024377	UFMu-05585	FALSE	mRNA	high	frameshift_variant	1-5
Zm00001d002085	2	mu1052513|mu1084702	UFMu-06559|UFMu-10440	FALSE	mRNA	moderate	missense_variant	10+
Zm00001d002086	>=3	mu1014212|mu1038067|mu1043491|mu1051152|mu1052514	UFMu-01263|UFMu-03924|UFMu-04978|UFMu-06522|UFMu-06719	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d002087	>=3	mu1056001|mu1066717|mu1083229	UFMu-07277|UFMu-08618|UFMu-10414	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d002089	>=3	mu1040929|mu1076784|mu1087760|mu1094582	UFMu-04729,UFMu-10973|UFMu-08993|UFMu-11079|UFMu-11973	FALSE	mRNA	high	splice_donor_variant	10+
Zm00001d002090	2	mu1043490|mu1059338	UFMu-04970|UFMu-08183	FALSE	mRNA	moderate	missense_variant	5-10
Zm00001d002091	1	mu1014215	UFMu-01245,UFMu-02558	FALSE	mRNA	moderate	missense_variant	1-5
