sorghum3	maize1	maize2
Sobic.001G071800	Zm00001d034256	
Sobic.001G071900		
Sobic.001G072000		
Sobic.001G072100		
Sobic.001G072200		
Sobic.001G072250		
Sobic.001G072300		
Sobic.001G072400		
Sobic.001G072500		
Sobic.001G072550		
Sobic.001G072600		Zm00001d013154
Sobic.001G072700	Zm00001d034255	
Sobic.001G072800	Zm00001d034254	
Sobic.001G072900	Zm00001d034253	
Sobic.001G073000	Zm00001d034252	
Sobic.001G073150	Zm00001d034250	
Sobic.001G073300	Zm00001d034249	
Sobic.001G073400	Zm00001d034248	
Sobic.001G073500	Zm00001d034245	
Sobic.001G073550		
Sobic.001G073600	Zm00001d034244	Zm00001d013156
Sobic.001G073700		Zm00001d013159
Sobic.001G073800		
Sobic.001G073900	Zm00001d034241	
Sobic.001G074000	Zm00001d034240	Zm00001d013162
Sobic.001G074100	Zm00001d034239	
Sobic.001G074200	Zm00001d034237	
Sobic.001G074300	Zm00001d034223	
Sobic.001G074400	Zm00001d034221	Zm00001d013163
Sobic.001G074500		
Sobic.001G074601	Zm00001d034219	
Sobic.001G074700	Zm00001d034218	
Sobic.001G074800		
Sobic.001G074900		
Sobic.001G075000	Zm00001d034217	
Sobic.001G075101	Zm00001d034212	
Sobic.001G075201		
Sobic.001G075300	Zm00001d034207	Zm00001d013164
Sobic.001G075200		
Sobic.001G075400	Zm00001d034206	Zm00001d013166
Sobic.001G075500		
Sobic.001G075600	Zm00001d034205	Zm00001d013168
Sobic.001G075700	Zm00001d034204	Zm00001d013170
Sobic.001G075800	Zm00001d034201	
Sobic.001G075900	Zm00001d034199	Zm00001d013172
Sobic.001G075950		
Sobic.001G076000	Zm00001d034198	Zm00001d013173
Sobic.001G076100	Zm00001d034197	Zm00001d013175
Sobic.001G076200	Zm00001d034196	
Sobic.001G076300	Zm00001d034195	
Sobic.001G076400	Zm00001d034194	
Sobic.001G076500	Zm00001d034192	
Sobic.001G076600		Zm00001d013176
Sobic.001G076700	Zm00001d034191	Zm00001d013177
Sobic.001G076800	Zm00001d034190	Zm00001d013178
Sobic.001G076850		
Sobic.001G076900	Zm00001d034189	
Sobic.001G077000	Zm00001d034188	Zm00001d013179
Sobic.001G077100		Zm00001d013181
Sobic.001G077200		Zm00001d013182
Sobic.001G077300	Zm00001d034187	Zm00001d013184
Sobic.001G077400	Zm00001d034186	Zm00001d013185
Sobic.001G077500	Zm00001d034183	Zm00001d013186
Sobic.001G077600	Zm00001d034182	
Sobic.001G077700		
Sobic.001G077800	Zm00001d034181	Zm00001d013187
Sobic.001G077900	Zm00001d034180	Zm00001d013188
Sobic.001G078000	Zm00001d034179	Zm00001d013191
Sobic.001G078100	Zm00001d034178	Zm00001d013192
Sobic.001G078200	Zm00001d034175	Zm00001d013193
Sobic.001G078300	Zm00001d034173	
Sobic.001G078400	Zm00001d034167	Zm00001d013195
Sobic.001G078500		Zm00001d013196
Sobic.001G078600	Zm00001d034166	
Sobic.001G078700	Zm00001d034163	Zm00001d013200
Sobic.001G078800	Zm00001d034161	Zm00001d013201
Sobic.001G078900	Zm00001d034160	Zm00001d013202
Sobic.001G079000		
Sobic.001G079100	Zm00001d034159	Zm00001d013204
Sobic.001G079150		
Sobic.001G079200	Zm00001d034152	Zm00001d013206
Sobic.001G079300		
Sobic.001G079401		
Sobic.001G079500	Zm00001d034145	Zm00001d013208
Sobic.001G079600	Zm00001d034143	
Sobic.001G079700	Zm00001d034137	Zm00001d013217
Sobic.001G079900	Zm00001d034133	
Sobic.001G080000	Zm00001d034131	Zm00001d013209
Sobic.001G080100	Zm00001d034130	Zm00001d013210
Sobic.001G080200	Zm00001d034129	Zm00001d013212
Sobic.001G080300	Zm00001d034128	Zm00001d013212
Sobic.001G080500		
Sobic.001G080600	Zm00001d034126	Zm00001d013216
Sobic.001G080700	Zm00001d034125	Zm00001d013217
Sobic.001G080800	Zm00001d034124	
Sobic.001G080900	Zm00001d034115	Zm00001d013218
Sobic.001G080950		
Sobic.001G081000		
Sobic.001G081100	Zm00001d034112	
Sobic.001G081300	Zm00001d034111	
Sobic.001G081200		
Sobic.001G081400	Zm00001d034110	Zm00001d013219
Sobic.001G081450		
Sobic.001G081500		
Sobic.001G081600	Zm00001d034109	Zm00001d013220
Sobic.001G081700		Zm00001d013221
Sobic.001G081800		Zm00001d013222
Sobic.001G081900		Zm00001d013223
Sobic.001G082000	Zm00001d034108	
Sobic.001G082100		Zm00001d013228
Sobic.001G082200	Zm00001d034107	Zm00001d013230
Sobic.001G082300	Zm00001d034107	Zm00001d013231
Sobic.001G082400	Zm00001d034107	Zm00001d013230
Sobic.001G082500	Zm00001d034104	Zm00001d013230
Sobic.001G082600	Zm00001d034091	Zm00001d013232
Sobic.001G082700	Zm00001d034089	
Sobic.001G082800	Zm00001d034087	Zm00001d013238
Sobic.001G082900	Zm00001d034085	Zm00001d013239
Sobic.001G083000	Zm00001d034084	
Sobic.001G083100	Zm00001d034082	Zm00001d013240
Sobic.001G083200		
Sobic.001G083300	Zm00001d034081	
Sobic.001G083400	Zm00001d034080	Zm00001d013241
Sobic.001G083450		
Sobic.001G083500	Zm00001d034077	
Sobic.001G083600		Zm00001d013242
Sobic.001G083701		
Sobic.001G083800	Zm00001d034076	Zm00001d013243
Sobic.001G083900	Zm00001d034074	
Sobic.001G084000	Zm00001d034073	
Sobic.001G084100	Zm00001d034072	Zm00001d013245
Sobic.001G084133		
Sobic.001G084166		
Sobic.001G084200		Zm00001d013244
Sobic.001G084300	Zm00001d034069	
Sobic.001G084400	Zm00001d034068	Zm00001d013244
Sobic.001G084500	Zm00001d034067	
Sobic.001G084600	Zm00001d034066	Zm00001d013246
Sobic.001G084700	Zm00001d034066	Zm00001d013246
Sobic.001G084900	Zm00001d034064	
Sobic.001G085000		Zm00001d013247
Sobic.001G085100	Zm00001d034063	Zm00001d013249
Sobic.001G085200	Zm00001d034062	Zm00001d013250
Sobic.001G085300		Zm00001d013251
Sobic.001G085400	Zm00001d034059	Zm00001d013252
Sobic.001G085450	Zm00001d034058	
Sobic.001G085500		Zm00001d013253
Sobic.001G085600		Zm00001d013254
Sobic.001G085700	Zm00001d034055	
Sobic.001G085800	Zm00001d034054	
Sobic.001G085900	Zm00001d034050	
Sobic.001G086000	Zm00001d034049	Zm00001d013256
Sobic.001G086100		
Sobic.001G086050		
Sobic.001G086200	Zm00001d034049	Zm00001d013256
Sobic.001G086300	Zm00001d034048	Zm00001d013257
Sobic.001G086400	Zm00001d034047	Zm00001d013258
Sobic.001G086500	Zm00001d034045	Zm00001d013259
Sobic.001G086600		
Sobic.001G086700		
Sobic.001G086800		Zm00001d013261
Sobic.001G086900	Zm00001d034039	
Sobic.001G087000		Zm00001d013262
Sobic.001G087100	Zm00001d034038	Zm00001d013262
Sobic.001G087201		
Sobic.001G087300		
Sobic.001G087400	Zm00001d034037	Zm00001d013263
Sobic.001G087500		
Sobic.001G087600	Zm00001d034036	
Sobic.001G087700	Zm00001d034035	
Sobic.001G087800	Zm00001d034034	
Sobic.001G087850		
Sobic.001G087900	Zm00001d034042	
Sobic.001G088000		
Sobic.001G088100	Zm00001d034033	Zm00001d013265
Sobic.001G088200	Zm00001d034032	
Sobic.001G088300	Zm00001d034031	Zm00001d013264
Sobic.001G088400	Zm00001d034030	
Sobic.001G088450		
Sobic.001G088500	Zm00001d034028	
Sobic.001G088600	Zm00001d034027	
Sobic.001G088700	Zm00001d034020	
Sobic.001G088800	Zm00001d034019	
Sobic.001G088900	Zm00001d034018	Zm00001d013267
Sobic.001G089000	Zm00001d034017	Zm00001d013268
Sobic.001G089100	Zm00001d034015	Zm00001d013268
Sobic.001G089200		
Sobic.001G089300	Zm00001d034017	Zm00001d013269
Sobic.001G089400		Zm00001d013270
Sobic.001G089500		Zm00001d013271
Sobic.001G089600	Zm00001d034013	
Sobic.001G089800	Zm00001d034012	Zm00001d013272
Sobic.001G089850		
Sobic.001G089900		
Sobic.001G090000	Zm00001d034011	
Sobic.001G090100	Zm00001d034010	Zm00001d013273
Sobic.001G090200	Zm00001d034007	
Sobic.001G090300		Zm00001d013274
Sobic.001G090400	Zm00001d034006	
Sobic.001G090500	Zm00001d034005	
Sobic.001G090600		Zm00001d013276
Sobic.001G090700		Zm00001d013277
Sobic.001G090800	Zm00001d034004	Zm00001d013278
Sobic.001G090900	Zm00001d034003	
Sobic.001G091000	Zm00001d034002	
Sobic.001G091100		
Sobic.001G091200		
Sobic.001G091300	Zm00001d034001	
Sobic.001G091400	Zm00001d034000	
Sobic.001G091500	Zm00001d033999	
Sobic.001G091600	Zm00001d033998	Zm00001d013281
Sobic.001G091701		Zm00001d013282
Sobic.001G091801		Zm00001d013282
Sobic.001G091900		Zm00001d013283
Sobic.001G092000	Zm00001d033995	Zm00001d013287
Sobic.001G092100	Zm00001d033994	
Sobic.001G092200	Zm00001d033993	
Sobic.001G092250		
Sobic.001G092300	Zm00001d033992	
Sobic.001G092400		
Sobic.001G092500	Zm00001d033991	Zm00001d013288
Sobic.001G092600	Zm00001d033990	Zm00001d013289
Sobic.001G092650		
Sobic.001G092700		
Sobic.001G092800		
Sobic.001G093000	Zm00001d033989	
Sobic.001G093100	Zm00001d033988	
Sobic.001G093200	Zm00001d033987	
Sobic.001G093300	Zm00001d033986	Zm00001d013290
Sobic.001G093400		
Sobic.001G093500	Zm00001d033985	
Sobic.001G093600		
Sobic.001G093666		
Sobic.001G093732		
Sobic.001G093800	Zm00001d033984	
Sobic.001G093900	Zm00001d033983	
Sobic.001G094000	Zm00001d033982	
Sobic.001G094100		
Sobic.001G094200		Zm00001d013295
Sobic.001G094300	Zm00001d033981	Zm00001d013296
Sobic.001G094400	Zm00001d033980	
Sobic.001G094500	Zm00001d033979	Zm00001d013300
Sobic.001G094550		
Sobic.001G094600	Zm00001d033977	
Sobic.001G094700		
Sobic.001G094800	Zm00001d033976	Zm00001d013302
Sobic.001G094900	Zm00001d033975	Zm00001d013301
Sobic.001G095000	Zm00001d033969	
Sobic.001G095100	Zm00001d033968	
Sobic.001G095200	Zm00001d033967	Zm00001d013303
Sobic.001G095300	Zm00001d033966	Zm00001d013306
Sobic.001G095366		
Sobic.001G095432		
Sobic.001G095500	Zm00001d033965	Zm00001d013307
Sobic.001G095566		
Sobic.001G095632		
Sobic.001G095700	Zm00001d033957	
Sobic.001G095750		
Sobic.001G095800	Zm00001d033955	
Sobic.001G095900		
Sobic.001G096000	Zm00001d033954	
Sobic.001G096100		
Sobic.001G096200	Zm00001d033951	Zm00001d013309
Sobic.001G096300		Zm00001d013310
Sobic.001G096400	Zm00001d033943	Zm00001d013311
Sobic.001G096450		
Sobic.001G096500		
Sobic.001G096600		
Sobic.001G096700	Zm00001d033942	
Sobic.001G096800		
Sobic.001G096833		
Sobic.001G096866		
Sobic.001G096900	Zm00001d033941	
Sobic.001G097000		
Sobic.001G097100		
Sobic.001G097200	Zm00001d033935	
Sobic.001G097300		
Sobic.001G097400	Zm00001d033933	
Sobic.001G097500	Zm00001d033932	
Sobic.001G097600	Zm00001d033931	
Sobic.001G097700		Zm00001d013313
Sobic.001G097800		
Sobic.001G097900	Zm00001d033930	Zm00001d013314
Sobic.001G098000	Zm00001d033929	
Sobic.001G098100	Zm00001d033928	
Sobic.001G098200		Zm00001d013317
Sobic.001G098301		
Sobic.001G098400	Zm00001d033927	Zm00001d013318
Sobic.001G098500	Zm00001d033925	
Sobic.001G098600	Zm00001d033924	Zm00001d013326
Sobic.001G098700		Zm00001d013325
Sobic.001G098800	Zm00001d033922	Zm00001d013324
Sobic.001G098900	Zm00001d033919	Zm00001d013323
Sobic.001G099000		Zm00001d013320
Sobic.001G099100	Zm00001d033917	Zm00001d013319
Sobic.001G099200	Zm00001d033916	
Sobic.001G099300	Zm00001d033915	
Sobic.001G099400		
Sobic.001G099500		Zm00001d013327
Sobic.001G099600		Zm00001d013327
Sobic.001G099700		
Sobic.001G099800	Zm00001d033913	Zm00001d013329
Sobic.001G099900	Zm00001d033912	Zm00001d013330
Sobic.001G100000	Zm00001d033910	
Sobic.001G100100		Zm00001d013331
Sobic.001G100200		
Sobic.001G100400		Zm00001d013332
Sobic.001G100300		
Sobic.001G100501		Zm00001d013333
Sobic.001G100600		Zm00001d013333
Sobic.001G100650		
Sobic.001G100700	Zm00001d033909	
Sobic.001G100800		Zm00001d013334
Sobic.001G100900		
Sobic.001G101000		
Sobic.001G101100		Zm00001d013334
Sobic.001G101200	Zm00001d033909	
Sobic.001G101300		
Sobic.001G101400	Zm00001d033909	
Sobic.001G101500	Zm00001d033906	Zm00001d013335
Sobic.001G101600		
Sobic.001G101650		
Sobic.001G101700	Zm00001d033905	
Sobic.001G101900	Zm00001d033902	
Sobic.001G102000		
Sobic.001G102100		Zm00001d013337
Sobic.001G102150		
Sobic.001G102200	Zm00001d033897	Zm00001d013339
Sobic.001G102300	Zm00001d033898	
Sobic.001G102350		
Sobic.001G102400		
Sobic.001G102500	Zm00001d033896	
Sobic.001G102600		Zm00001d013340
Sobic.001G102700	Zm00001d033895	
Sobic.001G102800	Zm00001d033893	
Sobic.001G102901		
Sobic.001G103000	Zm00001d033892	
Sobic.001G103100	Zm00001d033891	
Sobic.001G103200	Zm00001d033890	
Sobic.001G103300	Zm00001d033886	
Sobic.001G103400	Zm00001d033884	Zm00001d013342
Sobic.001G103500		
Sobic.001G103600		
Sobic.001G103800	Zm00001d033882	
Sobic.001G103900		
Sobic.001G104000	Zm00001d033879	
Sobic.001G104050		
Sobic.001G104100	Zm00001d033878	Zm00001d013343
Sobic.001G104300		Zm00001d013344
Sobic.001G104400	Zm00001d033877	
Sobic.001G104500	Zm00001d033876	Zm00001d013346
Sobic.001G104550		
Sobic.001G104600	Zm00001d033874	
Sobic.001G104700		Zm00001d013348
Sobic.001G104800	Zm00001d033873	
Sobic.001G104900	Zm00001d033872	
Sobic.001G105000	Zm00001d033870	Zm00001d013357
Sobic.001G105100		
Sobic.001G105200		Zm00001d013358
Sobic.001G105300		Zm00001d013359
Sobic.001G105400	Zm00001d033869	
Sobic.001G105500		Zm00001d013360
Sobic.001G105600		
Sobic.001G105700	Zm00001d033866	
Sobic.001G105800	Zm00001d033863	
Sobic.001G105900	Zm00001d033862	
Sobic.001G106000	Zm00001d033861	
Sobic.001G106100	Zm00001d033860	
Sobic.001G106200	Zm00001d033859	
Sobic.001G106300	Zm00001d033858	Zm00001d013361
Sobic.001G106400		
Sobic.001G106500	Zm00001d033857	
Sobic.001G106550		
Sobic.001G106600	Zm00001d033855	
Sobic.001G106700	Zm00001d033854	Zm00001d013362
Sobic.001G106800		Zm00001d013364
Sobic.001G106900	Zm00001d033853	
Sobic.001G107001		
Sobic.001G107100	Zm00001d033850	Zm00001d013367
Sobic.001G107150		
Sobic.001G107200	Zm00001d033850	Zm00001d013367
Sobic.001G107300	Zm00001d033849	
Sobic.001G107400	Zm00001d033848	Zm00001d013370
Sobic.001G107500	Zm00001d033847	Zm00001d013371
Sobic.001G107550		
Sobic.001G107600		Zm00001d013375
Sobic.001G107700		
Sobic.001G107800	Zm00001d033846	
Sobic.001G107900	Zm00001d033843	Zm00001d013380
Sobic.001G108000		Zm00001d013378
Sobic.001G108100		Zm00001d013377
Sobic.001G108200	Zm00001d033840	
Sobic.001G108300		
Sobic.001G108350		
Sobic.001G108400	Zm00001d033839	Zm00001d013376
Sobic.001G108500	Zm00001d033836	
Sobic.001G108600	Zm00001d033836	
Sobic.001G108700	Zm00001d033836	
Sobic.001G108800	Zm00001d033835	Zm00001d013381
Sobic.001G108900		Zm00001d013383
Sobic.001G109000		Zm00001d013384
Sobic.001G109100	Zm00001d033834	Zm00001d013385
Sobic.001G109300	Zm00001d033830	Zm00001d013389
Sobic.001G109400	Zm00001d033829	Zm00001d013390
Sobic.001G109500		
Sobic.001G109700	Zm00001d033827	
Sobic.001G109800	Zm00001d033825	Zm00001d013391
Sobic.001G109900	Zm00001d033823	
Sobic.001G110000	Zm00001d033822	Zm00001d013392
Sobic.001G110100	Zm00001d033821	
Sobic.001G110150		
Sobic.001G110200		
Sobic.001G110250		
Sobic.001G110300	Zm00001d033818	Zm00001d013397
Sobic.001G110400		
Sobic.001G110500		Zm00001d013398
Sobic.001G110600	Zm00001d033817	
Sobic.001G110701		
Sobic.001G110800		
Sobic.001G110900	Zm00001d033815	Zm00001d013399
Sobic.001G110950		
Sobic.001G111000	Zm00001d033805	
Sobic.001G111150	Zm00001d033800	
Sobic.001G111300		Zm00001d013400
Sobic.001G111366	Zm00001d033799	Zm00001d013402
Sobic.001G111500	Zm00001d033799	Zm00001d013402
Sobic.001G111432		
Sobic.001G111600	Zm00001d033798	Zm00001d013405
Sobic.001G111650		
Sobic.001G111700	Zm00001d033797	Zm00001d013406
Sobic.001G111800	Zm00001d033795	Zm00001d013407
Sobic.001G111850		
Sobic.001G111900		
Sobic.001G112000	Zm00001d033795	
Sobic.001G112100	Zm00001d033794	
Sobic.001G112200	Zm00001d033793	
Sobic.001G112250		
Sobic.001G112300		
Sobic.001G112350		
Sobic.001G112400	Zm00001d033792	
Sobic.001G112500	Zm00001d033791	Zm00001d013409
Sobic.001G112550		
Sobic.001G112600	Zm00001d033790	Zm00001d013410
Sobic.001G112700	Zm00001d033788	
Sobic.001G112800		
Sobic.001G112900	Zm00001d033787	Zm00001d013411
Sobic.001G113000		
Sobic.001G113200	Zm00001d033786	Zm00001d013412
Sobic.001G113400	Zm00001d033782	
Sobic.001G113500	Zm00001d033780	
Sobic.001G113600		
Sobic.001G113700	Zm00001d033778	
Sobic.001G113800	Zm00001d033777	Zm00001d013415
Sobic.001G113900		Zm00001d013416
Sobic.001G114000	Zm00001d033776	
Sobic.001G114100		Zm00001d013422
Sobic.001G114200		Zm00001d013421
Sobic.001G114300		
Sobic.001G114400	Zm00001d033775	
Sobic.001G114500		Zm00001d013420
Sobic.001G114550		
Sobic.001G114600		
Sobic.001G114650		
Sobic.001G114700		
Sobic.001G114800		
Sobic.001G114900		
Sobic.001G115001		
Sobic.001G115100		
Sobic.001G115200		
Sobic.001G115300	Zm00001d033766	Zm00001d013419
Sobic.001G115400	Zm00001d033765	Zm00001d013418
Sobic.001G115500	Zm00001d033764	Zm00001d013417
Sobic.001G115600	Zm00001d033754	Zm00001d013423
Sobic.001G115700	Zm00001d033753	Zm00001d013424
Sobic.001G115800		Zm00001d013425
Sobic.001G115900	Zm00001d033752	
Sobic.001G116000	Zm00001d033751	Zm00001d013426
Sobic.001G116100	Zm00001d033750	Zm00001d013427
Sobic.001G116200	Zm00001d033749	
Sobic.001G116300		
Sobic.001G116400	Zm00001d033747	
Sobic.001G116500	Zm00001d033746	Zm00001d013428
Sobic.001G116600	Zm00001d033745	Zm00001d013430
Sobic.001G116650		
Sobic.001G116700	Zm00001d033744	Zm00001d013431
Sobic.001G116800		Zm00001d013432
Sobic.001G116900	Zm00001d033738	
Sobic.001G117000		
Sobic.001G117100		
Sobic.001G117200	Zm00001d033726	Zm00001d013435
Sobic.001G117300		
Sobic.001G117400	Zm00001d033727	
Sobic.001G117500	Zm00001d033730	Zm00001d013440
Sobic.001G117600	Zm00001d033731	
Sobic.001G117701		
Sobic.001G117800	Zm00001d033734	Zm00001d013441
Sobic.001G117900		
Sobic.001G118000		Zm00001d013442
Sobic.001G118050		
Sobic.001G118100	Zm00001d033719	Zm00001d013443
Sobic.001G118200		Zm00001d013444
Sobic.001G118300	Zm00001d033718	Zm00001d013445
Sobic.001G118400	Zm00001d033717	Zm00001d013446
Sobic.001G118500		
Sobic.001G118600		
Sobic.001G118700		
Sobic.001G118800	Zm00001d033716	Zm00001d013447
Sobic.001G118900	Zm00001d033714	
Sobic.001G119000	Zm00001d033711	Zm00001d013448
Sobic.001G119100	Zm00001d033710	Zm00001d013448
Sobic.001G119200	Zm00001d033709	Zm00001d013448
Sobic.001G119300	Zm00001d033708	
Sobic.001G119400	Zm00001d033707	
Sobic.001G119500	Zm00001d033707	
Sobic.001G119600		Zm00001d013449
Sobic.001G119700	Zm00001d033706	Zm00001d013451
Sobic.001G119800	Zm00001d033705	Zm00001d013452
Sobic.001G119900	Zm00001d033704	Zm00001d013453
Sobic.001G120000		Zm00001d013455
Sobic.001G120100		Zm00001d013456
Sobic.001G120200	Zm00001d033685	
Sobic.001G120300	Zm00001d033684	Zm00001d013459
Sobic.001G120400	Zm00001d033683	Zm00001d013461
Sobic.001G120500	Zm00001d033682	Zm00001d013463
Sobic.001G120600		
Sobic.001G120700		
Sobic.001G120750		
Sobic.001G120800		
Sobic.001G120850		
Sobic.001G120900	Zm00001d033680	Zm00001d013465
Sobic.001G121000		
Sobic.001G121100	Zm00001d033675	
Sobic.001G121200	Zm00001d033674	Zm00001d013466
Sobic.001G121300		
Sobic.001G121400		
Sobic.001G121500		
Sobic.001G121600	Zm00001d033673	Zm00001d013467
Sobic.001G121700	Zm00001d033671	Zm00001d013468
Sobic.001G121800		
Sobic.001G121850		
Sobic.001G121900	Zm00001d033670	Zm00001d013469
Sobic.001G122000	Zm00001d033669	Zm00001d013470
Sobic.001G122100	Zm00001d033668	
Sobic.001G122200		Zm00001d013471
Sobic.001G122300	Zm00001d033666	
Sobic.001G122400	Zm00001d033665	
Sobic.001G122500	Zm00001d033664	
Sobic.001G122600		
Sobic.001G122700		
Sobic.001G122766	Zm00001d033656	
Sobic.001G122832	Zm00001d033655	Zm00001d013477
Sobic.001G122900	Zm00001d033654	
Sobic.001G123000	Zm00001d033652	
Sobic.001G123100	Zm00001d033651	
Sobic.001G123201	Zm00001d033650	
Sobic.001G123300	Zm00001d033649	
Sobic.001G123400		Zm00001d013480
Sobic.001G123500		Zm00001d013481
Sobic.001G123600	Zm00001d033648	
Sobic.001G123650		
Sobic.001G123700		Zm00001d013482
Sobic.001G123800		
Sobic.001G123900		
Sobic.001G124000	Zm00001d033646	Zm00001d013485
Sobic.001G124100	Zm00001d033645	
Sobic.001G124200	Zm00001d033642	Zm00001d013486
Sobic.001G124300	Zm00001d033641	
Sobic.001G124400	Zm00001d033640	
Sobic.001G124500	Zm00001d033637	
Sobic.001G124600	Zm00001d033636	Zm00001d013487
Sobic.001G124800	Zm00001d033634	
Sobic.001G124900		
Sobic.001G125000	Zm00001d033633	
Sobic.001G125100		Zm00001d013489
Sobic.001G125200	Zm00001d033632	
Sobic.001G125300	Zm00001d033625	Zm00001d013492
Sobic.001G125400	Zm00001d033625	Zm00001d013492
Sobic.001G125500	Zm00001d033625	Zm00001d013492
Sobic.001G125600		
Sobic.001G125700	Zm00001d033624	Zm00001d013493
Sobic.001G125800	Zm00001d033624	Zm00001d013493
Sobic.001G125900	Zm00001d033623	Zm00001d013493
Sobic.001G126000		
Sobic.001G126100	Zm00001d033621	
Sobic.001G126200	Zm00001d033620	
Sobic.001G126300	Zm00001d033619	
Sobic.001G126400		
Sobic.001G126500		
Sobic.001G126600	Zm00001d033616	
Sobic.001G126800	Zm00001d033615	Zm00001d013495
Sobic.001G126900	Zm00001d033612	Zm00001d013494
Sobic.001G127000	Zm00001d033611	Zm00001d013496
Sobic.001G127100	Zm00001d033611	Zm00001d013496
Sobic.001G127200	Zm00001d033610	Zm00001d013497
Sobic.001G127300		
Sobic.001G127400	Zm00001d033606	Zm00001d013498
Sobic.001G127500		Zm00001d013499
Sobic.001G127600		Zm00001d013500
Sobic.001G127700	Zm00001d033605	
Sobic.001G127800	Zm00001d033602	Zm00001d013501
Sobic.001G128000		Zm00001d013502
Sobic.001G128100	Zm00001d033600	Zm00001d013504
Sobic.001G128200		
Sobic.001G128300	Zm00001d033597	
Sobic.001G128400	Zm00001d033596	Zm00001d013505
Sobic.001G128500	Zm00001d033595	
Sobic.001G128600	Zm00001d033594	Zm00001d013506
Sobic.001G128800		
Sobic.001G128900	Zm00001d033592	
Sobic.001G129000	Zm00001d033591	Zm00001d013507
Sobic.001G129100		
Sobic.001G129150		
Sobic.001G129200		
Sobic.001G129300	Zm00001d033590	
Sobic.001G129400	Zm00001d033589	Zm00001d013509
Sobic.001G129500	Zm00001d033586	
Sobic.001G129600	Zm00001d033585	
Sobic.001G129650		
Sobic.001G129700	Zm00001d033583	
Sobic.001G129750		
Sobic.001G129800		
Sobic.001G129900	Zm00001d033580	
Sobic.001G130000	Zm00001d033579	
Sobic.001G130100	Zm00001d033578	
Sobic.001G130200	Zm00001d033575	Zm00001d013512
Sobic.001G130301		
Sobic.001G130400	Zm00001d033574	Zm00001d013517
Sobic.001G130500		
Sobic.001G130600	Zm00001d033573	
Sobic.001G130700	Zm00001d033572	Zm00001d013519
Sobic.001G130800	Zm00001d033564	
Sobic.001G130900	Zm00001d033569	Zm00001d013520
Sobic.001G131001	Zm00001d033568	
Sobic.001G131100	Zm00001d033567	
Sobic.001G131200	Zm00001d033564	
Sobic.001G131300	Zm00001d033563	Zm00001d013521
Sobic.001G131400		Zm00001d013522
Sobic.001G131500		
Sobic.001G131600	Zm00001d033559	
Sobic.001G131700	Zm00001d033558	
Sobic.001G131800	Zm00001d033557	Zm00001d013523
Sobic.001G131900	Zm00001d033556	Zm00001d013524
Sobic.001G132000	Zm00001d033555	
Sobic.001G132100	Zm00001d033554	Zm00001d013526
Sobic.001G132200	Zm00001d033553	
Sobic.001G132300		
Sobic.001G132400	Zm00001d033552	
Sobic.001G132500		
Sobic.001G132600	Zm00001d033551	
Sobic.001G132800		Zm00001d013527
